,Unnamed: 0,host_listings_count,accommodates,bathrooms,bedrooms,guests_included,minimum_nights,number_of_reviews,calculated_host_listings_count,price,latitude,longitude,room_type,instant_bookable,pricen
0,0,1.0,6,1.0,2.0,1,3,4,1,$145.00,52.361173049799994,4.8667545817,Entire home/apt,f,145.0
1,1,1.0,2,1.0,1.0,1,2,17,1,$88.00,52.3702365562,4.8595066743,Entire home/apt,f,88.0
2,10,1.0,2,1.0,1.0,1,3,0,1,$130.00,52.3714238698,4.8486441151,Entire home/apt,f,130.0
3,100,1.0,5,1.0,4.0,1,5,2,1,$90.00,52.312889059700005,4.9801512367,Entire home/apt,f,90.0
4,1000,1.0,1,1.0,1.0,1,1,32,1,$39.00,52.3953339501,4.9167010400999995,Private room,t,39.0
5,10000,1.0,3,1.0,2.0,1,2,3,1,$118.00,52.347202224600004,4.8464319494999994,Entire home/apt,f,118.0
6,10001,34.0,4,1.0,2.0,1,2,5,31,$129.00,52.3440713313,4.8681937676,Entire home/apt,t,129.0
7,10002,1.0,4,1.0,3.0,1,2,10,1,$130.00,52.345652719700006,4.8693281562,Entire home/apt,t,130.0
8,10003,1.0,4,1.0,1.0,1,3,16,1,$135.00,52.347393438900006,4.8759562399,Private room,f,135.0
9,10004,1.0,2,1.0,1.0,1,1,0,1,$94.00,52.35009552060001,4.8498240994,Entire home/apt,f,94.0
10,10005,1.0,2,1.0,1.0,1,10,2,1,$110.00,52.3527266284,4.8833913822,Entire home/apt,f,110.0
11,10006,1.0,2,1.5,1.0,1,3,11,1,$120.00,52.3470001483,4.8690156349,Entire home/apt,f,120.0
12,10007,2.0,3,1.0,1.0,1,2,0,2,$60.00,52.349061059099995,4.8482405105,Private room,t,60.0
13,10008,1.0,2,1.0,1.0,2,4,5,1,$95.00,52.3548255456,4.8466775301,Entire home/apt,f,95.0
14,10009,1.0,2,1.0,1.0,2,2,0,1,$125.00,52.356435506800004,4.850362334700001,Entire home/apt,f,125.0
15,1001,1.0,3,1.0,0.0,2,2,0,1,$90.00,52.398657408199995,4.9048965518,Entire home/apt,t,90.0
16,10010,1.0,4,1.0,1.0,2,2,25,1,$180.00,52.358714288,4.876988369599999,Entire home/apt,f,180.0
17,10011,1.0,2,1.0,1.0,2,2,10,1,$138.00,52.3570338407,4.852240274100001,Entire home/apt,f,138.0
18,10012,1.0,2,1.5,1.0,1,4,1,1,$130.00,52.3524602392,4.8538832984,Entire home/apt,f,130.0
19,10013,1.0,4,1.0,3.0,1,4,6,1,$185.00,52.3526366684,4.8519882118,Entire home/apt,f,185.0
20,10014,1.0,2,1.0,0.0,1,3,1,1,$95.00,52.3552698143,4.8502544187000005,Entire home/apt,f,95.0
21,10015,5.0,2,1.0,1.0,1,2,5,4,$75.00,52.3542526129,4.8541279427,Private room,t,75.0
22,10016,2.0,2,1.0,1.0,1,3,89,2,$65.00,52.357429633900004,4.8501057912,Private room,t,65.0
23,10017,1.0,2,1.0,1.0,1,4,1,1,$100.00,52.3513537625,4.8540500942,Entire home/apt,f,100.0
24,10018,1.0,2,1.0,1.0,1,2,10,1,$99.00,52.3535112974,4.8510895964,Entire home/apt,f,99.0
25,10019,2.0,3,1.0,2.0,1,2,40,2,$175.00,52.3586803562,4.8756144776,Entire home/apt,f,175.0
26,1002,1.0,4,1.0,2.0,2,2,18,1,$110.00,52.3847543542,4.930247734,Entire home/apt,f,110.0
27,10020,1.0,3,1.0,1.0,2,3,23,1,$125.00,52.3534870524,4.8504285587,Entire home/apt,f,125.0
28,10021,1.0,2,1.0,1.0,1,2,7,1,$110.00,52.352657568000005,4.8853203914000005,Entire home/apt,f,110.0
29,10022,1.0,2,1.0,1.0,1,2,14,1,$130.00,52.3551992846,4.8519922088000005,Entire home/apt,f,130.0
30,10023,1.0,12,1.5,5.0,8,2,80,1,$375.00,52.353531908,4.8751395705,Entire home/apt,f,375.0
31,10024,1.0,3,1.5,2.0,2,2,2,1,$175.00,52.3574660429,4.8747773533,Entire home/apt,f,175.0
32,10025,27.0,4,2.5,2.0,2,2,12,25,$235.00,52.3543780051,4.8557995701,Entire home/apt,t,235.0
33,10026,1.0,4,1.0,2.0,2,3,3,1,$147.00,52.3505830055,4.849426803,Entire home/apt,f,147.0
34,10027,1.0,2,1.0,0.0,1,2,52,1,$95.00,52.3528084658,4.8547581537,Private room,f,95.0
35,10028,2.0,4,1.5,1.0,2,2,10,2,$115.00,52.355687052,4.879336084,Entire home/apt,f,115.0
36,10029,1.0,4,1.0,2.0,2,2,11,1,$90.00,52.3564186245,4.8520281914000005,Entire home/apt,t,90.0
37,1003,5.0,16,2.0,3.0,8,2,82,5,$425.00,52.3943158505,4.9104631379,Entire home/apt,t,425.0
38,10030,1.0,4,1.0,3.0,1,5,3,1,$195.00,52.3506123321,4.8762138257,Entire home/apt,f,195.0
39,10031,1.0,3,1.0,1.0,2,1,6,1,$99.00,52.34841413979999,4.8475387879000005,Entire home/apt,f,99.0
40,10032,1.0,2,1.0,1.0,2,2,46,1,$75.00,52.3508851579,4.8535173026,Entire home/apt,f,75.0
41,10033,2.0,4,1.0,2.0,2,4,1,2,$140.00,52.34403061890001,4.8593302944,Entire home/apt,f,140.0
42,10034,1.0,4,1.5,4.0,8,2,1,1,$925.00,52.355817567299994,4.8692432234,Private room,f,925.0
43,10035,1.0,4,1.0,2.0,2,7,28,1,$155.00,52.353526572,4.8851825222,Entire home/apt,f,155.0
44,10036,2.0,2,1.0,1.0,2,3,6,2,$90.00,52.3545637016,4.8531503636,Entire home/apt,t,90.0
45,10037,2.0,6,1.0,3.0,1,1,4,2,$500.00,52.3542660621,4.8835256114,Entire home/apt,f,500.0
46,10038,1.0,2,1.0,1.0,1,3,15,1,$200.00,52.354560082,4.8679350489,Entire home/apt,f,200.0
47,10039,2.0,2,1.0,1.0,1,1,8,2,$120.00,52.3596438111,4.8707288682000005,Entire home/apt,f,120.0
48,1004,1.0,4,1.0,2.0,2,1,0,1,$90.00,52.390831978,4.922686245,Entire home/apt,f,90.0
49,10040,1.0,2,1.5,1.0,1,1,80,1,$98.00,52.3533719091,4.8768126724,Private room,t,98.0
50,10041,36.0,4,1.5,2.0,2,2,12,28,$123.00,52.357144717299995,4.8502705373,Entire home/apt,f,123.0
51,10042,1.0,2,1.0,1.0,1,2,27,1,$95.00,52.3464075845,4.8746869677,Private room,f,95.0
52,10043,1.0,3,1.0,1.0,2,2,37,1,$82.00,52.3544840116,4.8553296535,Entire home/apt,f,82.0
53,10044,1.0,2,1.0,1.0,1,3,0,1,$74.00,52.361044445299996,4.883591981,Private room,t,74.0
54,10045,1.0,2,1.0,1.0,1,3,40,1,$140.00,52.3533372825,4.8551954010000005,Entire home/apt,f,140.0
55,10046,1.0,2,1.0,1.0,1,2,3,1,$90.00,52.3558290758,4.8507103616,Entire home/apt,f,90.0
56,10047,1.0,2,1.0,1.0,1,5,4,1,$115.00,52.3509881346,4.8466462824,Entire home/apt,f,115.0
57,10048,1.0,2,1.0,2.0,2,13,4,1,$90.00,52.3541231134,4.8466079989,Entire home/apt,f,90.0
58,10049,1.0,2,1.0,1.0,1,2,6,1,$120.00,52.3575117142,4.8524310332,Entire home/apt,f,120.0
59,1005,1.0,2,1.5,0.0,1,3,17,1,$100.00,52.39506067560001,4.9052975026,Entire home/apt,f,100.0
60,10050,1.0,2,1.0,1.0,1,2,0,1,$140.00,52.3472203568,4.8586966086,Entire home/apt,f,140.0
61,10051,1.0,4,1.5,3.0,1,14,0,1,$275.00,52.350203847299994,4.8731805892,Entire home/apt,f,275.0
62,10052,1.0,2,2.0,2.0,1,3,2,1,$175.00,52.3461157359,4.8727110385,Entire home/apt,f,175.0
63,10053,1.0,3,1.0,2.0,1,4,0,1,$225.00,52.355442805500005,4.851505549700001,Entire home/apt,f,225.0
64,10054,1.0,4,1.0,2.0,1,2,4,1,$200.00,52.3536191385,4.8500332856,Entire home/apt,f,200.0
65,10055,1.0,7,1.0,2.0,1,1,0,1,$215.00,52.355799075200004,4.8793641758,Entire home/apt,t,215.0
66,10056,1.0,2,1.0,1.0,1,3,2,1,$128.00,52.348204294300004,4.8626137705,Entire home/apt,f,128.0
67,10057,2.0,4,1.0,1.0,2,90,49,1,$115.00,52.348262042799995,4.848368711,Entire home/apt,f,115.0
68,10058,1.0,2,1.0,1.0,1,5,5,1,$85.00,52.350163044300004,4.8494744467,Entire home/apt,f,85.0
69,10059,1.0,2,1.0,1.0,1,2,4,1,$99.00,52.346490374300004,4.8469572198,Entire home/apt,f,99.0
70,1006,1.0,2,1.0,1.0,1,2,7,1,$115.00,52.3868887142,4.9187706738,Entire home/apt,f,115.0
71,10060,1.0,2,1.0,1.0,1,2,8,1,$139.00,52.3438667689,4.8610888216,Entire home/apt,f,139.0
72,10061,2.0,4,1.0,1.0,2,1,0,2,$119.00,52.3520796939,4.8837052212,Entire home/apt,f,119.0
73,10062,1.0,4,1.0,2.0,2,2,2,1,$85.00,52.3508101704,4.8509145615,Entire home/apt,t,85.0
74,10063,1.0,2,1.0,1.0,1,2,1,1,$60.00,52.353949323900004,4.8789671852000005,Private room,f,60.0
75,10064,1.0,4,1.0,3.0,1,3,1,1,$185.00,52.353735542799996,4.8838145905,Entire home/apt,f,185.0
76,10065,13.0,2,1.0,1.0,1,2,2,13,$85.00,52.3411434185,4.8455311985,Private room,f,85.0
77,10066,1.0,2,1.0,2.0,1,2,4,1,$140.00,52.347081667,4.86209488,Entire home/apt,f,140.0
78,10067,1.0,4,2.0,2.0,4,2,18,1,$195.00,52.3538101515,4.8494127931,Entire home/apt,f,195.0
79,10068,1.0,4,1.5,3.0,4,3,32,1,$140.00,52.3495990438,4.8569918028,Entire home/apt,f,140.0
80,10069,1.0,2,1.0,,1,2,5,1,$100.00,52.348900163100005,4.8485505663,Entire home/apt,f,100.0
81,1007,1.0,4,1.0,3.0,4,3,16,1,$350.00,52.388499358599994,4.9290662217,Entire home/apt,f,350.0
82,10070,24.0,4,2.0,2.0,2,3,17,20,$110.00,52.3566358904,4.8715670922,Entire home/apt,f,110.0
83,10071,1.0,2,1.0,2.0,1,6,3,1,$175.00,52.3542561408,4.8772517564,Entire home/apt,f,175.0
84,10072,1.0,4,1.0,2.0,3,2,6,1,$150.00,52.3531967206,4.855707709,Entire home/apt,f,150.0
85,10073,1.0,2,1.0,1.0,1,2,0,1,$60.00,52.345999873900006,4.8685255226,Private room,f,60.0
86,10074,1.0,3,1.0,1.0,1,3,3,1,$99.00,52.3498680426,4.8501475405,Entire home/apt,f,99.0
87,10075,1.0,4,1.0,2.0,1,2,69,1,$165.00,52.3559282978,4.8832804272,Entire home/apt,f,165.0
88,10076,1.0,4,1.0,3.0,1,3,0,1,$300.00,52.349699794799996,4.8753771599,Entire home/apt,f,300.0
89,10077,4.0,2,1.0,2.0,2,4,10,1,$150.00,52.350469008400005,4.8477859025,Entire home/apt,f,150.0
90,10078,1.0,4,2.0,3.0,4,5,1,1,$295.00,52.3569688675,4.8847089023,Entire home/apt,f,295.0
91,10079,1.0,2,1.0,1.0,1,21,0,1,$65.00,52.349170227200005,4.8483669291,Entire home/apt,f,65.0
92,1008,1.0,2,1.0,2.0,1,4,32,1,$95.00,52.391989976800005,4.9091045476,Entire home/apt,f,95.0
93,10080,12.0,4,1.0,3.0,3,7,50,1,$265.00,52.3449502708,4.863115002,Entire home/apt,f,265.0
94,10081,1.0,2,1.0,1.0,1,2,2,1,$75.00,52.3539845484,4.886390303,Entire home/apt,f,75.0
95,10082,1.0,2,1.0,1.0,1,3,3,1,$120.00,52.354038798699996,4.8781136539,Entire home/apt,f,120.0
96,10083,1.0,2,1.0,1.0,1,2,53,1,$69.00,52.343605753599995,4.8556962279,Private room,t,69.0
97,10084,1.0,3,1.0,0.0,1,3,39,1,$135.00,52.353539525900004,4.8815808326,Entire home/apt,f,135.0
98,10085,1.0,3,1.0,1.0,2,3,4,1,$119.00,52.349069280200005,4.8614453446,Entire home/apt,f,119.0
99,10086,1.0,2,1.0,1.0,2,3,0,1,$135.00,52.3502986164,4.8464640091,Entire home/apt,f,135.0
100,10087,1.0,4,1.0,2.0,1,1,88,1,$200.00,52.35109951689999,4.859150472900001,Entire home/apt,f,200.0
101,10088,1.0,2,1.0,1.0,1,2,12,1,$140.00,52.3518795752,4.8557621598,Entire home/apt,f,140.0
102,10089,4.0,5,1.0,2.0,5,2,0,4,$250.00,52.348268731400005,4.8765156849,Entire home/apt,f,250.0
103,1009,1.0,2,1.0,1.0,1,1,6,1,$105.00,52.3827151457,4.9149943611,Entire home/apt,f,105.0
104,10090,1.0,4,1.0,2.0,2,2,12,1,$149.00,52.3489573161,4.8643319471,Entire home/apt,f,149.0
105,10091,2.0,4,1.5,2.0,1,2,27,2,$139.00,52.3561358388,4.869767529,Entire home/apt,f,139.0
106,10092,1.0,6,2.0,4.0,1,2,10,1,$305.00,52.355490758500004,4.8716796923,Entire home/apt,f,305.0
107,10093,1.0,2,1.0,1.0,1,2,1,1,$95.00,52.351542067299995,4.8479496044,Entire home/apt,f,95.0
108,10094,2.0,4,1.0,2.0,1,1,1,1,$145.00,52.354744345200004,4.8849229353,Entire home/apt,f,145.0
109,10095,1.0,2,1.0,1.0,1,2,4,1,$110.00,52.3556053975,4.8680471064,Private room,f,110.0
110,10096,3.0,2,,1.0,1,1,4,2,$110.00,52.3443916329,4.8621071788,Private room,f,110.0
111,10097,1.0,2,1.0,,1,3,0,1,$81.00,52.361278605100004,4.8825608770999995,Private room,t,81.0
112,10098,2.0,4,1.5,3.0,1,1,35,1,$150.00,52.35051074020001,4.8515568136,Entire home/apt,f,150.0
113,10099,16.0,4,1.0,1.0,2,1,15,13,$110.00,52.348296459,4.8486630332,Entire home/apt,f,110.0
114,101,2.0,2,1.5,1.0,1,1,94,1,$59.00,52.3197842536,4.9625872474,Private room,t,59.0
115,1010,1.0,4,1.0,2.0,1,2,0,1,$55.00,52.392832997,4.9412015473,Private room,t,55.0
116,10100,1.0,2,1.0,1.0,1,3,6,1,$92.00,52.3554085121,4.8544915195,Entire home/apt,f,92.0
117,10101,3.0,2,1.0,1.0,1,1,2,2,$120.00,52.3556516257,4.8792273864,Private room,f,120.0
118,10102,5.0,2,1.0,1.0,1,2,4,5,$89.00,52.3504986488,4.8543829718,Private room,f,89.0
119,10103,43.0,2,1.5,1.0,1,2,14,42,$99.00,52.3439694447,4.8614252737,Entire home/apt,f,99.0
120,10104,1.0,2,1.0,1.0,1,1,2,1,$75.00,52.3482867662,4.8592964519,Entire home/apt,f,75.0
121,10105,1.0,2,1.0,2.0,1,3,3,1,$90.00,52.348889667799995,4.8481342725,Entire home/apt,f,90.0
122,10106,1.0,4,1.0,2.0,1,2,20,1,$185.00,52.3550874357,4.8822379695,Entire home/apt,f,185.0
123,10107,1.0,2,0.5,1.0,1,1,0,1,$50.00,52.354596405900004,4.8449509051,Private room,f,50.0
124,10108,1.0,4,1.0,2.0,1,3,2,1,$175.00,52.345082926,4.8676498068,Entire home/apt,f,175.0
125,10109,2.0,2,1.0,1.0,1,1,0,2,$125.00,52.355737077600004,4.8634507361,Private room,f,125.0
126,1011,3.0,3,1.0,1.0,1,1,21,3,$55.00,52.3858341945,4.9227692441,Private room,t,55.0
127,10110,1.0,4,1.0,2.0,2,3,13,1,$150.00,52.3574894128,4.852554480799999,Entire home/apt,f,150.0
128,10111,1.0,2,1.0,1.0,1,2,8,1,$89.00,52.3449513659,4.8662270731,Entire home/apt,t,89.0
129,10112,1.0,4,1.0,3.0,1,7,5,1,$130.00,52.3402387886,4.8527137843,Entire home/apt,f,130.0
130,10113,1.0,2,1.5,1.0,1,2,19,1,$99.00,52.3518650295,4.8569810085,Entire home/apt,f,99.0
131,10114,1.0,5,2.0,3.0,1,2,7,1,$295.00,52.356167255600006,4.8689059583,Entire home/apt,f,295.0
132,10115,34.0,2,1.0,1.0,1,2,0,31,$79.00,52.352785017600006,4.8490205042,Entire home/apt,t,79.0
133,10116,1.0,4,1.0,3.0,2,1,0,1,$125.00,52.341104076899995,4.8503746207,Entire home/apt,f,125.0
134,10117,1.0,4,1.5,3.0,2,2,10,1,$219.00,52.345296239899994,4.8691955965,Entire home/apt,f,219.0
135,10118,2.0,4,1.5,2.0,1,4,1,2,$140.00,52.3528678828,4.8854073606,Entire home/apt,f,140.0
136,10119,1.0,2,1.0,1.0,1,2,0,1,$119.00,52.346110081999996,4.8597866905,Entire home/apt,t,119.0
137,1012,1.0,2,1.0,2.0,3,2,1,1,$90.00,52.38893531390001,4.9492869717,Entire home/apt,f,90.0
138,10120,36.0,4,2.5,2.0,2,2,5,28,$165.00,52.356487988400005,4.8528380205,Entire home/apt,f,165.0
139,10121,2.0,2,1.0,1.0,2,2,14,1,$96.00,52.352060011300004,4.8462929293,Entire home/apt,f,96.0
140,10122,1.0,6,1.5,3.0,6,3,0,1,$191.00,52.353407060500004,4.8724744101,Entire home/apt,f,191.0
141,10123,1.0,4,1.0,2.0,1,7,6,1,$199.00,52.3469101533,4.8607166373,Entire home/apt,f,199.0
142,10124,1.0,4,1.5,2.0,2,2,80,1,$125.00,52.3561329758,4.8851495467,Entire home/apt,f,125.0
143,10125,1.0,7,1.0,4.0,1,7,0,1,$299.00,52.347937503199994,4.8740900017,Entire home/apt,f,299.0
144,10126,1.0,2,1.0,1.0,1,2,5,1,$99.00,52.3523114949,4.8524607952,Entire home/apt,f,99.0
145,10127,1.0,4,2.0,2.0,2,2,2,1,$150.00,52.3534768151,4.8479399935,Entire home/apt,f,150.0
146,10128,1.0,1,1.0,1.0,1,2,1,1,$75.00,52.3551278021,4.8685746288,Shared room,f,75.0
147,10129,1.0,2,1.0,1.0,1,2,63,1,$85.00,52.3505235449,4.8538328723,Private room,f,85.0
148,1013,2.0,3,1.0,1.0,1,5,92,2,$89.00,52.384696990100004,4.9143543375,Entire home/apt,f,89.0
149,10130,1.0,5,2.5,3.0,1,3,0,1,$250.00,52.341654533100005,4.8466434483,Entire home/apt,t,250.0
150,10131,1.0,2,1.0,1.0,1,4,26,1,$109.00,52.3526330195,4.8550384995,Entire home/apt,f,109.0
151,10132,1.0,2,1.0,1.0,1,5,5,1,$100.00,52.3485920668,4.8775618785,Entire home/apt,f,100.0
152,10133,1.0,4,1.0,3.0,1,7,2,1,$225.00,52.3546132251,4.8540233411,Entire home/apt,f,225.0
153,10134,1.0,6,2.0,4.0,1,3,8,1,$475.00,52.3546156508,4.8528018013,Entire home/apt,f,475.0
154,10135,1.0,3,1.0,1.0,2,1,40,1,$110.00,52.3539936109,4.848000862,Entire home/apt,f,110.0
155,10136,1.0,2,1.0,1.0,1,3,28,1,$113.00,52.3545121137,4.8854136508999995,Entire home/apt,f,113.0
156,10137,1.0,2,1.0,1.0,1,2,3,1,$110.00,52.346398506999996,4.8493136039,Entire home/apt,f,110.0
157,10138,1.0,5,1.0,2.0,1,3,12,1,$136.00,52.344354809799995,4.853974797,Entire home/apt,t,136.0
158,10139,1.0,4,1.0,2.0,1,6,66,1,$75.00,52.353527871400004,4.8470901312,Entire home/apt,f,75.0
159,1014,1.0,2,1.0,1.0,1,2,8,1,$99.00,52.3880359541,4.9186282525,Entire home/apt,f,99.0
160,10140,1.0,2,1.5,1.0,1,1,0,1,$49.00,52.3447204928,4.8548486573,Private room,f,49.0
161,10141,1.0,4,2.0,5.0,1,2,3,1,$200.00,52.3560499961,4.8522186988,Entire home/apt,f,200.0
162,10142,2.0,3,1.0,1.0,2,1,1,1,$120.00,52.3533098442,4.8845128083,Entire home/apt,f,120.0
163,10143,1.0,4,1.0,2.0,2,2,12,1,$115.00,52.3551546272,4.8468161382999995,Entire home/apt,f,115.0
164,10144,6.0,2,1.5,1.0,1,90,14,2,$120.00,52.3466474367,4.8688146148,Entire home/apt,f,120.0
165,10145,1.0,4,2.0,3.0,1,7,0,1,$325.00,52.35618388859999,4.8735209805,Entire home/apt,t,325.0
166,10146,1.0,2,1.0,1.0,1,2,2,1,$139.00,52.3458644653,4.8613801577,Entire home/apt,f,139.0
167,10147,2.0,2,1.0,1.0,1,2,2,2,$100.00,52.3559534192,4.8818675603,Private room,f,100.0
168,10148,2.0,2,1.0,2.0,1,1,2,2,$120.00,52.3577127915,4.8504252478000005,Entire home/apt,t,120.0
169,10149,1.0,2,1.5,1.0,1,5,1,1,$60.00,52.352613033800004,4.8627603813,Private room,t,60.0
170,1015,1.0,2,1.0,1.0,1,2,137,1,$79.00,52.382229889499996,4.912531665,Private room,f,79.0
171,10150,106.0,4,1.0,2.0,1,3,1,50,$295.00,52.355322977600004,4.8756465856,Entire home/apt,f,295.0
172,10151,5.0,2,1.0,1.0,1,14,3,4,$180.00,52.35289338850001,4.873922321499999,Entire home/apt,f,180.0
173,10152,1.0,2,1.5,1.0,1,2,16,1,$115.00,52.3571939918,4.8529670188,Entire home/apt,f,115.0
174,10153,1.0,2,1.5,1.0,2,4,23,1,$150.00,52.3525788962,4.882099430199999,Entire home/apt,f,150.0
175,10154,1.0,2,1.0,1.0,1,10,2,1,$99.00,52.3497194466,4.8629809580000005,Entire home/apt,f,99.0
176,10155,1.0,3,1.0,2.0,1,8,0,1,$100.00,52.3518812917,4.8459639217,Entire home/apt,f,100.0
177,10156,1.0,2,1.0,1.0,1,2,5,1,$140.00,52.3453999245,4.864790156600001,Entire home/apt,f,140.0
178,10157,1.0,5,1.0,4.0,1,6,0,1,$325.00,52.3496185901,4.875646947,Entire home/apt,f,325.0
179,10158,1.0,2,1.5,1.0,1,3,0,1,$70.00,52.35305093270001,4.8546602822,Private room,t,70.0
180,10159,1.0,2,1.0,1.0,1,3,7,1,$104.00,52.3558967117,4.8508654943,Private room,f,104.0
181,1016,3.0,3,1.0,1.0,2,1,15,3,$55.00,52.3858466088,4.9232586804,Private room,t,55.0
182,10160,1.0,2,1.0,1.0,1,3,7,1,$160.00,52.352625761300004,4.8590501723,Entire home/apt,f,160.0
183,10161,1.0,2,1.0,2.0,1,1,1,1,$100.00,52.3472877849,4.8560143106,Entire home/apt,f,100.0
184,10162,2.0,1,1.0,1.0,1,2,31,2,$92.00,52.3487469004,4.8573935544,Private room,f,92.0
185,10163,1.0,5,1.5,3.0,1,4,0,1,$150.00,52.3459833806,4.870234422099999,Entire home/apt,f,150.0
186,10164,1.0,2,1.0,1.0,1,3,11,1,$139.00,52.3548415008,4.8736064789,Entire home/apt,f,139.0
187,10165,1.0,2,1.0,1.0,1,3,5,1,$85.00,52.3511120234,4.8548254404,Entire home/apt,f,85.0
188,10166,2.0,2,1.0,1.0,1,3,63,2,$80.00,52.3560831063,4.8861978191,Private room,f,80.0
189,10167,2.0,1,1.0,1.0,1,2,12,2,$47.00,52.3481255575,4.8508328811000005,Private room,f,47.0
190,10168,1.0,2,1.0,1.0,1,1,7,1,$100.00,52.3538329478,4.8841050638,Private room,f,100.0
191,10169,1.0,5,2.0,4.0,4,1,9,1,$300.00,52.353734642,4.867152957,Entire home/apt,f,300.0
192,1017,1.0,2,1.0,1.0,1,1,1,1,$90.00,52.385238187,4.9176270273,Entire home/apt,f,90.0
193,10170,2.0,4,1.0,2.0,1,2,0,2,$275.00,52.349122011400006,4.8692001616,Entire home/apt,f,275.0
194,10171,1.0,3,1.0,2.0,1,3,1,1,$126.00,52.344691662299994,4.8662904453,Entire home/apt,f,126.0
195,10172,1.0,2,1.0,1.0,1,2,0,1,$150.00,52.3500157993,4.852663740400001,Entire home/apt,f,150.0
196,10173,1.0,4,1.5,2.0,1,1,6,1,$299.00,52.3562013243,4.8820432466,Entire home/apt,f,299.0
197,10174,1.0,2,1.0,1.0,1,2,17,1,$80.00,52.346741915200006,4.8704231655,Entire home/apt,f,80.0
198,10175,1.0,2,1.0,1.0,1,2,2,1,$60.00,52.3490992233,4.859003847,Private room,f,60.0
199,10176,2.0,2,1.0,1.0,1,2,3,2,$90.00,52.3590176176,4.8766969896,Private room,f,90.0
200,10177,1.0,2,1.0,1.0,1,3,8,1,$75.00,52.343733397600005,4.8650553291000005,Entire home/apt,t,75.0
201,10178,1.0,2,1.0,2.0,2,2,7,1,$99.00,52.3481492117,4.8481734475,Entire home/apt,f,99.0
202,10179,1.0,2,1.5,1.0,1,2,14,1,$55.00,52.359079440900004,4.8784282065,Private room,f,55.0
203,1018,3.0,2,1.0,0.0,1,3,11,3,$75.00,52.39947595899999,4.905126242200001,Entire home/apt,f,75.0
204,10180,1.0,2,1.0,1.0,1,2,3,1,$89.00,52.3498617224,4.846959922,Entire home/apt,f,89.0
205,10181,1.0,2,1.5,1.0,1,2,2,1,$110.00,52.350056674499996,4.8487671725,Entire home/apt,f,110.0
206,10182,1.0,8,2.0,4.0,1,3,2,1,$500.00,52.3487422879,4.8681850329000005,Entire home/apt,f,500.0
207,10183,1.0,4,1.0,2.0,2,3,9,1,$125.00,52.347015853,4.8459767006,Entire home/apt,f,125.0
208,10184,1.0,2,1.0,1.0,1,3,8,1,$110.00,52.3515002167,4.8573450106000005,Entire home/apt,f,110.0
209,10185,2.0,3,1.0,1.0,2,2,2,2,$120.00,52.3555349794,4.8528024077000005,Private room,f,120.0
210,10186,1.0,2,1.0,1.0,1,2,7,1,$120.00,52.3600147821,4.8697300283,Private room,f,120.0
211,10187,1.0,2,1.0,1.0,2,2,0,1,$135.00,52.3504324183,4.8471921279000005,Entire home/apt,f,135.0
212,10188,1.0,2,1.0,,1,3,0,1,$80.00,52.3614004558,4.8828330946000005,Private room,t,80.0
213,10189,1.0,4,1.0,2.0,1,2,4,1,$140.00,52.3401195838,4.8477025599,Entire home/apt,f,140.0
214,1019,4.0,4,0.0,1.0,1,2,11,2,$120.00,52.3863252283,4.9091535525,Entire home/apt,f,120.0
215,10190,1.0,2,1.0,1.0,1,2,16,1,$115.00,52.351239451000005,4.8583419942,Entire home/apt,f,115.0
216,10191,1.0,4,1.0,3.0,2,2,2,1,$150.00,52.354019166499995,4.8657876491000005,Entire home/apt,f,150.0
217,10192,1.0,5,1.0,4.0,1,5,2,1,$150.00,52.349314453299996,4.8512535787,Entire home/apt,f,150.0
218,10193,1.0,2,1.0,1.0,1,2,41,1,$90.00,52.350169126000004,4.8473561406000005,Private room,f,90.0
219,10194,2.0,1,1.0,1.0,1,1,49,2,$99.00,52.3562178859,4.8817946356,Private room,f,99.0
220,10195,1.0,2,1.0,1.0,1,4,0,1,$82.00,52.3496217895,4.8480560918,Entire home/apt,f,82.0
221,10196,1.0,2,1.0,1.0,1,3,7,1,$95.00,52.35653959890001,4.8495602436,Entire home/apt,f,95.0
222,10197,1.0,2,1.0,1.0,1,1,163,1,$67.00,52.3538683094,4.8597483506,Private room,f,67.0
223,10198,1.0,2,1.0,1.0,1,5,2,1,$125.00,52.3481191767,4.8469125599,Entire home/apt,f,125.0
224,10199,1.0,4,1.5,4.0,2,2,0,1,$200.00,52.3504631996,4.8678172837,Entire home/apt,f,200.0
225,102,3.0,2,1.0,1.0,1,1,2,3,$90.00,52.3220813705,4.9762436494,Private room,f,90.0
226,1020,1.0,4,1.0,3.0,2,3,0,1,$225.00,52.3922008848,4.9412558097,Entire home/apt,f,225.0
227,10200,2.0,2,1.0,1.0,1,2,3,2,$90.00,52.3564244161,4.8742446363,Private room,f,90.0
228,10201,1.0,4,1.5,2.0,2,2,2,1,$119.00,52.3512618594,4.853750719700001,Entire home/apt,f,119.0
229,10202,1.0,4,1.0,2.0,1,1,0,1,$150.00,52.3522904506,4.8525756494,Entire home/apt,f,150.0
230,10203,16.0,3,1.0,1.0,1,1,3,13,$100.00,52.344635229,4.8584554955,Entire home/apt,f,100.0
231,10204,1.0,2,1.0,1.0,1,3,0,1,$125.00,52.350266267100004,4.8546136287,Entire home/apt,f,125.0
232,10205,1.0,2,1.0,1.0,1,2,9,1,$120.00,52.348982771,4.8609506393,Entire home/apt,f,120.0
